Category,Location,Keyword,Name,URL
quán cơm,"Quận 1, TP. Hồ Chí Minh","quán cơm ở Quận 1, TP. Hồ Chí Minh",Cơm Tấm Mộc,https://www.google.com/maps/place/C%C6%A1m+T%E1%BA%A5m+M%E1%BB%99c/data=!4m7!3m6!1s0x31752f478a7ceb17:0xdcb87db311325ae8!8m2!3d10.7744862!4d106.697965!16s%2Fg%2F1trvhy0s!19sChIJF-t8ikcvdTER6FoyEbN9uNw?authuser=0&hl=en&rclk=1
quán cơm,"Quận 1, TP. Hồ Chí Minh","quán cơm ở Quận 1, TP. Hồ Chí Minh",Tiệm cơm thố Chuyên Ký,https://www.google.com/maps/place/Ti%E1%BB%87m+c%C6%A1m+th%E1%BB%91+Chuy%C3%AAn+K%C3%BD/data=!4m7!3m6!1s0x31752f4121bf8773:0x276d3c6e0f0bd37d!8m2!3d10.771385!4d106.703038!16s%2Fg%2F1pp2vmv3h!19sChIJc4e_IUEvdTERfdMLD248bSc?authuser=0&hl=en&rclk=1
quán cơm,"Quận 1, TP. Hồ Chí Minh","quán cơm ở Quận 1, TP. Hồ Chí Minh",Cơm tấm Nguyễn Văn Cừ,https://www.google.com/maps/place/C%C6%A1m+t%E1%BA%A5m+Nguy%E1%BB%85n+V%C4%83n+C%E1%BB%AB/data=!4m7!3m6!1s0x31752f7eeb84ec71:0x9cc843228843fb3b!8m2!3d10.756867!4d106.685172!16s%2Fg%2F1hc6gn3h8!19sChIJceyE634vdTERO_tDiCJDyJw?authuser=0&hl=en&rclk=1
quán cơm,"Quận 1, TP. Hồ Chí Minh","quán cơm ở Quận 1, TP. Hồ Chí Minh",Nhà hàng Cơm Xưa,https://www.google.com/maps/place/Nh%C3%A0+h%C3%A0ng+C%C6%A1m+X%C6%B0a/data=!4m7!3m6!1s0x31752f35931d9771:0xd738f10c6b92c85e!8m2!3d10.7843889!4d106.6973661!16s%2Fg%2F11cs31_948!19sChIJcZcdkzUvdTERXsiSawzxONc?authuser=0&hl=en&rclk=1
quán cơm,"Quận 1, TP. Hồ Chí Minh","quán cơm ở Quận 1, TP. Hồ Chí Minh",Cơm Thố Xá Lị - Tôn Thất Đạm,https://www.google.com/maps/place/C%C6%A1m+Th%E1%BB%91+X%C3%A1+L%E1%BB%8B+-+T%C3%B4n+Th%E1%BA%A5t+%C4%90%E1%BA%A1m/data=!4m7!3m6!1s0x31752ffb68f7bdc5:0xd2200ec09684d3c8!8m2!3d10.771595!4d106.7033843!16s%2Fg%2F11g4d4qf06!19sChIJxb33aPsvdTERyNOElsAOINI?authuser=0&hl=en&rclk=1
quán cơm,"Quận 1, TP. Hồ Chí Minh","quán cơm ở Quận 1, TP. Hồ Chí Minh",Cơm tấm Dì Út,https://www.google.com/maps/place/C%C6%A1m+t%E1%BA%A5m+D%C3%AC+%C3%9At/data=!4m7!3m6!1s0x31752f74b75f363d:0xe703a1c7463f268e!8m2!3d10.7605045!4d106.6904542!16s%2Fg%2F11jsf0827m!19sChIJPTZft3QvdTERjiY_RsehA-c?authuser=0&hl=en&rclk=1
quán chay,"Quận 1, TP. Hồ Chí Minh","quán chay ở Quận 1, TP. Hồ Chí Minh",Nhà hàng chay Phương Mai,https://www.google.com/maps/place/Nh%C3%A0+h%C3%A0ng+chay+Ph%C6%B0%C6%A1ng+Mai/data=!4m7!3m6!1s0x31752f33313de573:0x58300b11d17e58bc!8m2!3d10.7890997!4d106.6921659!16s%2Fg%2F11ddzt26nf!19sChIJc-U9MTMvdTERvFh-0RELMFg?authuser=0&hl=en&rclk=1
quán chay,"Quận 1, TP. Hồ Chí Minh","quán chay ở Quận 1, TP. Hồ Chí Minh",Nhà Hàng Chay (Vegetarian Restaurant) Hoa Khai,https://www.google.com/maps/place/Nh%C3%A0+H%C3%A0ng+Chay+%28Vegetarian+Restaurant%29+Hoa+Khai/data=!4m7!3m6!1s0x31752f174527e5c3:0xe5c91f862ef45786!8m2!3d10.7638593!4d106.6895323!16s%2Fg%2F11cls6npzj!19sChIJw-UnRRcvdTERhlf0LoYfyeU?authuser=0&hl=en&rclk=1
quán chay,"Quận 1, TP. Hồ Chí Minh","quán chay ở Quận 1, TP. Hồ Chí Minh",Ẩm Thực Chay Tuệ - Trần Hưng Đạo,https://www.google.com/maps/place/%E1%BA%A8m+Th%E1%BB%B1c+Chay+Tu%E1%BB%87+-+Tr%E1%BA%A7n+H%C6%B0ng+%C4%90%E1%BA%A1o/data=!4m7!3m6!1s0x31752f1d9ffd715d:0x677402ed6d5f410e!8m2!3d10.7637791!4d106.6913661!16s%2Fg%2F11stzy_4ff!19sChIJXXH9nx0vdTERDkFfbe0CdGc?authuser=0&hl=en&rclk=1
quán chay,"Quận 1, TP. Hồ Chí Minh","quán chay ở Quận 1, TP. Hồ Chí Minh",Quán Chay Nhà,https://www.google.com/maps/place/Qu%C3%A1n+Chay+Nh%C3%A0/data=!4m7!3m6!1s0x31752f340692928b:0x61eacdc50902ff1a!8m2!3d10.784771!4d106.7003131!16s%2Fg%2F11s5p3rl3t!19sChIJi5KSBjQvdTERGv8CCcXN6mE?authuser=0&hl=en&rclk=1
quán chay,"Quận 1, TP. Hồ Chí Minh","quán chay ở Quận 1, TP. Hồ Chí Minh","Lẩu Nấm Chay An Nhiên (Chi nhánh Nguyễn Văn Thủ, Đakao Q1 và Chi nhánh Phạm Ngũ Lão p3 Gò Vấp)","https://www.google.com/maps/place/L%E1%BA%A9u+N%E1%BA%A5m+Chay+An+Nhi%C3%AAn+%28Chi+nh%C3%A1nh+Nguy%E1%BB%85n+V%C4%83n+Th%E1%BB%A7,+%C4%90akao+Q1+v%C3%A0+Chi+nh%C3%A1nh+Ph%E1%BA%A1m+Ng%C5%A9+L%C3%A3o+p3+G%C3%B2+V%E1%BA%A5p%29/data=!4m7!3m6!1s0x31752f35315c872d:0xe4f0007396cdc597!8m2!3d10.7883672!4d106.6974502!16s%2Fg%2F11f55kzxq9!19sChIJLYdcMTUvdTERl8XNlnMA8OQ?authuser=0&hl=en&rclk=1"
quán chay,"Quận 1, TP. Hồ Chí Minh","quán chay ở Quận 1, TP. Hồ Chí Minh",SEN Vegan Restaurant,https://www.google.com/maps/place/SEN+Vegan+Restaurant/data=!4m7!3m6!1s0x31752f14fd9f023d:0x25da8d13776a3921!8m2!3d10.768228!4d106.6948686!16s%2Fg%2F1tdl3myc!19sChIJPQKf_RQvdTERITlqdxON2iU?authuser=0&hl=en&rclk=1
quán chay,"Quận 1, TP. Hồ Chí Minh","quán chay ở Quận 1, TP. Hồ Chí Minh",Nhà hàng buffet chay Mãn Tự,https://www.google.com/maps/place/Nh%C3%A0+h%C3%A0ng+buffet+chay+M%C3%A3n+T%E1%BB%B1/data=!4m7!3m6!1s0x31752f158ee9f2bb:0xfb74e57e5ecfacfb!8m2!3d10.7677218!4d106.6842632!16s%2Fg%2F11h92ntdby!19sChIJu_LpjhUvdTER-6zPXn7ldPs?authuser=0&hl=en&rclk=1
quán chay,"Quận 1, TP. Hồ Chí Minh","quán chay ở Quận 1, TP. Hồ Chí Minh",Quán Chay Chị Củ,https://www.google.com/maps/place/Qu%C3%A1n+Chay+Ch%E1%BB%8B+C%E1%BB%A7/data=!4m7!3m6!1s0x31752f11a180650d:0xa762b453c1999987!8m2!3d10.7591428!4d106.6921625!16s%2Fg%2F11c2p_ww0x!19sChIJDWWAoREvdTERh5mZwVO0Yqc?authuser=0&hl=en&rclk=1
quán chay,"Quận 1, TP. Hồ Chí Minh","quán chay ở Quận 1, TP. Hồ Chí Minh",Ẩm Thực Chay Tuệ - Mai Thị Lựu,https://www.google.com/maps/place/%E1%BA%A8m+Th%E1%BB%B1c+Chay+Tu%E1%BB%87+-+Mai+Th%E1%BB%8B+L%E1%BB%B1u/data=!4m7!3m6!1s0x31752964f496b5bd:0xe27ec36454a221a!8m2!3d10.791975!4d106.6983939!16s%2Fg%2F11t4yh0y3p!19sChIJvbWW9GQpdTERGiJKRTbsJw4?authuser=0&hl=en&rclk=1
quán ăn vặt,"Quận 1, TP. Hồ Chí Minh","quán ăn vặt ở Quận 1, TP. Hồ Chí Minh",Hẻm Ăn Vặt 76,https://www.google.com/maps/place/H%E1%BA%BBm+%C4%82n+V%E1%BA%B7t+76/data=!4m7!3m6!1s0x31752f4889e28027:0xe26f3ab80d0b0d9f!8m2!3d10.7789265!4d106.702719!16s%2Fg%2F11bccmjq4_!19sChIJJ4DiiUgvdTERnw0LDbg6b-I?authuser=0&hl=en&rclk=1
quán ăn vặt,"Quận 1, TP. Hồ Chí Minh","quán ăn vặt ở Quận 1, TP. Hồ Chí Minh",Fruit Crush - Trái Cây Tươi & Ăn Vặt - Quận 1,https://www.google.com/maps/place/Fruit+Crush+-+Tr%C3%A1i+C%C3%A2y+T%C6%B0%C6%A1i+%26+%C4%82n+V%E1%BA%B7t+-+Qu%E1%BA%ADn+1/data=!4m7!3m6!1s0x3175292a4cecd5d9:0xc6a7b57cbe73d5fb!8m2!3d10.78378!4d106.6993884!16s%2Fg%2F11h5swyjs8!19sChIJ2dXsTCopdTER-9Vzvny1p8Y?authuser=0&hl=en&rclk=1
quán ăn vặt,"Quận 1, TP. Hồ Chí Minh","quán ăn vặt ở Quận 1, TP. Hồ Chí Minh",Ăn Vặt - Sinh Tố MOR,https://www.google.com/maps/place/%C4%82n+V%E1%BA%B7t+-+Sinh+T%E1%BB%91+MOR/data=!4m7!3m6!1s0x31752fb7eafa1aaf:0x74e2ade04b341d4c!8m2!3d10.7659507!4d106.6932615!16s%2Fg%2F11fvwhmnmv!19sChIJrxr66rcvdTERTB00S-Ct4nQ?authuser=0&hl=en&rclk=1
quán ăn vặt,"Quận 1, TP. Hồ Chí Minh","quán ăn vặt ở Quận 1, TP. Hồ Chí Minh",Ăn vặt Rí Rí,https://www.google.com/maps/place/%C4%82n+v%E1%BA%B7t+R%C3%AD+R%C3%AD/data=!4m7!3m6!1s0x317529b33e944b83:0xc6f8f868209b7017!8m2!3d10.7869234!4d106.6995183!16s%2Fg%2F11vdcr86zz!19sChIJg0uUPrMpdTERF3CbIGj4-MY?authuser=0&hl=en&rclk=1
quán ăn vặt,"Quận 1, TP. Hồ Chí Minh","quán ăn vặt ở Quận 1, TP. Hồ Chí Minh",Vị Phố - Ăn Vặt Chuẩn Hà Nội,https://www.google.com/maps/place/V%E1%BB%8B+Ph%E1%BB%91+-+%C4%82n+V%E1%BA%B7t+Chu%E1%BA%A9n+H%C3%A0+N%E1%BB%99i/data=!4m7!3m6!1s0x31752f0390a5aba1:0x726bfe575ea3ca75!8m2!3d10.7782314!4d106.7010998!16s%2Fg%2F11swl8f6j_!19sChIJoaulkAMvdTERdcqjXlf-a3I?authuser=0&hl=en&rclk=1
quán ăn vặt,"Quận 1, TP. Hồ Chí Minh","quán ăn vặt ở Quận 1, TP. Hồ Chí Minh",Xù Food - Đồ Ăn Hàn Việt,https://www.google.com/maps/place/X%C3%B9+Food+-+%C4%90%E1%BB%93+%C4%82n+H%C3%A0n+Vi%E1%BB%87t/data=!4m7!3m6!1s0x31752f5480316e3f:0xe7c21414f9f13cb9!8m2!3d10.7663763!4d106.6951707!16s%2Fg%2F11my43wqrk!19sChIJP24xgFQvdTERuTzx-RQUwuc?authuser=0&hl=en&rclk=1
quán ăn vặt,"Quận 1, TP. Hồ Chí Minh","quán ăn vặt ở Quận 1, TP. Hồ Chí Minh",Bún Đậu Cô Khàn,https://www.google.com/maps/place/B%C3%BAn+%C4%90%E1%BA%ADu+C%C3%B4+Kh%C3%A0n/data=!4m7!3m6!1s0x31752f170fb2bf57:0xf791994e135eba6e!8m2!3d10.7649024!4d106.6910544!16s%2Fg%2F11bc70_xgz!19sChIJV7-yDxcvdTERbrpeE06Zkfc?authuser=0&hl=en&rclk=1
quán ăn vặt,"Quận 1, TP. Hồ Chí Minh","quán ăn vặt ở Quận 1, TP. Hồ Chí Minh",Quán Ăn Hùng Xíu,https://www.google.com/maps/place/Qu%C3%A1n+%C4%82n+H%C3%B9ng+X%C3%ADu/data=!4m7!3m6!1s0x31752f3db7c695dd:0x859da8f6ec4832ac!8m2!3d10.7699359!4d106.6922623!16s%2Fg%2F1hc6996t3!19sChIJ3ZXGtz0vdTERrDJI7PaonYU?authuser=0&hl=en&rclk=1
quán ăn vặt,"Quận 1, TP. Hồ Chí Minh","quán ăn vặt ở Quận 1, TP. Hồ Chí Minh",Khu ăn vặt Cao Thắng - Bàn Cờ,https://www.google.com/maps/place/Khu+%C4%83n+v%E1%BA%B7t+Cao+Th%E1%BA%AFng+-+B%C3%A0n+C%E1%BB%9D/data=!4m7!3m6!1s0x31752f218f2fac93:0xdf127ae3377d6a7a!8m2!3d10.7696784!4d106.6812748!16s%2Fg%2F11btrrld8f!19sChIJk6wvjyEvdTERemp9N-N6Et8?authuser=0&hl=en&rclk=1
quán trà sữa,"Quận 1, TP. Hồ Chí Minh","quán trà sữa ở Quận 1, TP. Hồ Chí Minh",Trà sữa May Cha,https://www.google.com/maps/place/Tr%C3%A0+s%E1%BB%AFa+May+Cha/data=!4m7!3m6!1s0x31752fd0f8045a81:0x1dfc0a3441a9d4b9!8m2!3d10.7753458!4d106.7029181!16s%2Fg%2F11p9nyljwn!19sChIJgVoE-NAvdTERudSpQTQK_B0?authuser=0&hl=en&rclk=1
quán trà sữa,"Quận 1, TP. Hồ Chí Minh","quán trà sữa ở Quận 1, TP. Hồ Chí Minh",YUHA - TRÀ SỮA ĐẬM VỊ,https://www.google.com/maps/place/YUHA+-+TR%C3%80+S%E1%BB%AEA+%C4%90%E1%BA%ACM+V%E1%BB%8A/data=!4m7!3m6!1s0x31752f2bc018d9b7:0x62c43f3379914505!8m2!3d10.7669255!4d106.6996878!16s%2Fg%2F11st_svqkc!19sChIJt9kYwCsvdTERBUWReTM_xGI?authuser=0&hl=en&rclk=1
quán trà sữa,"Quận 1, TP. Hồ Chí Minh","quán trà sữa ở Quận 1, TP. Hồ Chí Minh",TRA TIEN HUONG GOTCHA CONG QUYNH,https://www.google.com/maps/place/TRA+TIEN+HUONG+GOTCHA+CONG+QUYNH/data=!4m7!3m6!1s0x31752f17f536f859:0x5c4e50f977961c3e!8m2!3d10.767717!4d106.6865401!16s%2Fg%2F11bbwr2fj7!19sChIJWfg29RcvdTERPhyWd_lQTlw?authuser=0&hl=en&rclk=1
quán trà sữa,"Quận 1, TP. Hồ Chí Minh","quán trà sữa ở Quận 1, TP. Hồ Chí Minh",Gong Cha,https://www.google.com/maps/place/Gong+Cha/data=!4m7!3m6!1s0x31752f413041dddf:0xdd8406d2491a9289!8m2!3d10.773183!4d106.703446!16s%2Fg%2F11gdqc579x!19sChIJ391BMEEvdTERiZIaSdIGhN0?authuser=0&hl=en&rclk=1
quán trà sữa,"Quận 1, TP. Hồ Chí Minh","quán trà sữa ở Quận 1, TP. Hồ Chí Minh",Trà sữa Thái Ngam I Lỉ,https://www.google.com/maps/place/Tr%C3%A0+s%E1%BB%AFa+Th%C3%A1i+Ngam+I+L%E1%BB%89/data=!4m7!3m6!1s0x31752f4d07390af1:0xce532acca27bd2f4!8m2!3d10.785051!4d106.701161!16s%2Fg%2F11t75hjgrq!19sChIJ8Qo5B00vdTER9NJ7oswqU84?authuser=0&hl=en&rclk=1
quán trà sữa,"Quận 1, TP. Hồ Chí Minh","quán trà sữa ở Quận 1, TP. Hồ Chí Minh",Trà Sữa Bobapop CN Trần Hưng Đạo,https://www.google.com/maps/place/Tr%C3%A0+S%E1%BB%AFa+Bobapop+CN+Tr%E1%BA%A7n+H%C6%B0ng+%C4%90%E1%BA%A1o/data=!4m7!3m6!1s0x31752f3fa92c54bf:0x86d0a89155f70db0!8m2!3d10.769911!4d106.697447!16s%2Fg%2F11b_2sw4y0!19sChIJv1QsqT8vdTERsA33VZGo0IY?authuser=0&hl=en&rclk=1
quán trà sữa,"Quận 1, TP. Hồ Chí Minh","quán trà sữa ở Quận 1, TP. Hồ Chí Minh",Trà Sữa ToCoToCo 83 Nguyễn Thái Học,https://www.google.com/maps/place/Tr%C3%A0+S%E1%BB%AFa+ToCoToCo+83+Nguy%E1%BB%85n+Th%C3%A1i+H%E1%BB%8Dc/data=!4m7!3m6!1s0x31752f158e3b7535:0x4c0b9192b23f798d!8m2!3d10.766991!4d106.695776!16s%2Fg%2F11g88dvqsg!19sChIJNXU7jhUvdTERjXk_spKRC0w?authuser=0&hl=en&rclk=1
quán trà sữa,"Quận 1, TP. Hồ Chí Minh","quán trà sữa ở Quận 1, TP. Hồ Chí Minh",VÂN NAM Tea & Coffee - Nguyễn Trãi,https://www.google.com/maps/place/V%C3%82N+NAM+Tea+%26+Coffee+-+Nguy%E1%BB%85n+Tr%C3%A3i/data=!4m7!3m6!1s0x31752fc679e3100d:0x27d6a60b5ccda346!8m2!3d10.7657759!4d106.688029!16s%2Fg%2F11qbd09_q5!19sChIJDRDjecYvdTERRqPNXAum1ic?authuser=0&hl=en&rclk=1
quán trà sữa,"Quận 1, TP. Hồ Chí Minh","quán trà sữa ở Quận 1, TP. Hồ Chí Minh",CoCo Bubble Tea - Chi nhánh Hồ Tùng Mậu,https://www.google.com/maps/place/CoCo+Bubble+Tea+-+Chi+nh%C3%A1nh+H%E1%BB%93+T%C3%B9ng+M%E1%BA%ADu/data=!4m7!3m6!1s0x31752f47288542b9:0x48959d60596f933f!8m2!3d10.7733085!4d106.7033202!16s%2Fg%2F11v6vt0bms!19sChIJuUKFKEcvdTERP5NvWWCdlUg?authuser=0&hl=en&rclk=1
quán trà sữa,"Quận 1, TP. Hồ Chí Minh","quán trà sữa ở Quận 1, TP. Hồ Chí Minh",KOI Thé,https://www.google.com/maps/place/KOI+Th%C3%A9/data=!4m7!3m6!1s0x31752f46d1e1b737:0x36e75f90a75ec38b!8m2!3d10.7730046!4d106.703478!16s%2Fg%2F11cs3wbcv_!19sChIJN7fh0UYvdTERi8Nep5Bf5zY?authuser=0&hl=en&rclk=1
quán trà sữa,"Quận 1, TP. Hồ Chí Minh","quán trà sữa ở Quận 1, TP. Hồ Chí Minh",Wings Tea House - Hàn Thuyên,https://www.google.com/maps/place/Wings+Tea+House+-+H%C3%A0n+Thuy%C3%AAn/data=!4m7!3m6!1s0x31752fb53e5e8279:0x8387182a4c0ecabb!8m2!3d10.77893!4d106.698435!16s%2Fg%2F11v9byqqk1!19sChIJeYJePrUvdTERu8oOTCoYh4M?authuser=0&hl=en&rclk=1
quán trà sữa,"Quận 1, TP. Hồ Chí Minh","quán trà sữa ở Quận 1, TP. Hồ Chí Minh",THE BLACK TEA,https://www.google.com/maps/place/THE+BLACK+TEA/data=!4m7!3m6!1s0x31752f10e710863b:0x577e00bc29154651!8m2!3d10.7862742!4d106.698648!16s%2Fg%2F11fkl9c9sk!19sChIJO4YQ5xAvdTERUUYVKbwAflc?authuser=0&hl=en&rclk=1
quán trà sữa,"Quận 1, TP. Hồ Chí Minh","quán trà sữa ở Quận 1, TP. Hồ Chí Minh","Tiệm trà Xi - Tea & Mocktail | Trà, Trà sữa; Trà Trái cây, Cà phê, Mocktail | Tea and Coffee","https://www.google.com/maps/place/Ti%E1%BB%87m+tr%C3%A0+Xi+-+Tea+%26+Mocktail+%7C+Tr%C3%A0,+Tr%C3%A0+s%E1%BB%AFa;+Tr%C3%A0+Tr%C3%A1i+c%C3%A2y,+C%C3%A0+ph%C3%AA,+Mocktail+%7C+Tea+and+Coffee/data=!4m7!3m6!1s0x31752f08b4aa8359:0xd9c0d5d0d0535736!8m2!3d10.7760034!4d106.7048807!16s%2Fg%2F11krx1rz5z!19sChIJWYOqtAgvdTERNldT0NDVwNk?authuser=0&hl=en&rclk=1"
quán kem,"Quận 1, TP. Hồ Chí Minh","quán kem ở Quận 1, TP. Hồ Chí Minh",Quán kem nhãn Chú Tám,https://www.google.com/maps/place/Qu%C3%A1n+kem+nh%C3%A3n+Ch%C3%BA+T%C3%A1m/data=!4m7!3m6!1s0x317528cae2beae6f:0x9d10dce05b4926c8!8m2!3d10.7916077!4d106.6967179!16s%2Fg%2F1hc6wg8gb!19sChIJb66-4soodTERyCZJW-DcEJ0?authuser=0&hl=en&rclk=1
quán kem,"Quận 1, TP. Hồ Chí Minh","quán kem ở Quận 1, TP. Hồ Chí Minh",Roseice,https://www.google.com/maps/place/Roseice/data=!4m7!3m6!1s0x31752f46c89d636b:0xf8220d8abafe791c!8m2!3d10.7696717!4d106.6966177!16s%2Fg%2F11gfj_v01n!19sChIJa2OdyEYvdTERHHn-uooNIvg?authuser=0&hl=en&rclk=1
quán kem,"Quận 1, TP. Hồ Chí Minh","quán kem ở Quận 1, TP. Hồ Chí Minh",Sul Bingsu (Kem Han Quoc),https://www.google.com/maps/place/Sul+Bingsu+%28Kem+Han+Quoc%29/data=!4m7!3m6!1s0x31752f19d54baf6d:0x2ca3d38621fa1570!8m2!3d10.7652813!4d106.6878468!16s%2Fg%2F11bwsp10mq!19sChIJba9L1RkvdTERcBX6IYbToyw?authuser=0&hl=en&rclk=1
quán kem,"Quận 1, TP. Hồ Chí Minh","quán kem ở Quận 1, TP. Hồ Chí Minh",Codonut,https://www.google.com/maps/place/Codonut/data=!4m7!3m6!1s0x31752f889150e86b:0x2fe3de633c4f49b9!8m2!3d10.7669313!4d106.694149!16s%2Fg%2F11qrhv2zgb!19sChIJa-hQkYgvdTERuUlPPGPe4y8?authuser=0&hl=en&rclk=1
quán kem,"Quận 1, TP. Hồ Chí Minh","quán kem ở Quận 1, TP. Hồ Chí Minh",Kem Tươi Nhiệt Đới,https://www.google.com/maps/place/Kem+T%C6%B0%C6%A1i+Nhi%E1%BB%87t+%C4%90%E1%BB%9Bi/data=!4m7!3m6!1s0x31752f10b3d910bb:0x4b4fd4edf8787a6!8m2!3d10.7621573!4d106.6891526!16s%2Fg%2F11fnwhfh31!19sChIJuxDZsxAvdTERpoeH3079tAQ?authuser=0&hl=en&rclk=1
quán kem,"Quận 1, TP. Hồ Chí Minh","quán kem ở Quận 1, TP. Hồ Chí Minh",RingRing Artisan Gelato,https://www.google.com/maps/place/RingRing+Artisan+Gelato/data=!4m7!3m6!1s0x31752fc6622e4c39:0x846a8cd589600594!8m2!3d10.7649899!4d106.6882715!16s%2Fg%2F11s0t1v8f2!19sChIJOUwuYsYvdTERlAVgidWMaoQ?authuser=0&hl=en&rclk=1
quán kem,"Quận 1, TP. Hồ Chí Minh","quán kem ở Quận 1, TP. Hồ Chí Minh",Snowee Nguyễn Huệ,https://www.google.com/maps/place/Snowee+Nguy%E1%BB%85n+Hu%E1%BB%87/data=!4m7!3m6!1s0x31752f5c69099ecb:0x36fe8c653f6cd1f5!8m2!3d10.7733531!4d106.7038615!16s%2Fg%2F12vsnhq_r!19sChIJy54JaVwvdTER9dFsP2WM_jY?authuser=0&hl=en&rclk=1
quán kem,"Quận 1, TP. Hồ Chí Minh","quán kem ở Quận 1, TP. Hồ Chí Minh",Bach Dang Ice Cream,https://www.google.com/maps/place/Bach+Dang+Ice+Cream/data=!4m7!3m6!1s0x31752f24e7142ff7:0xcdfa24a2e0d5c662!8m2!3d10.7745791!4d106.7007305!16s%2Fg%2F11rv00r_v8!19sChIJ9y8U5yQvdTERYsbV4KIk-s0?authuser=0&hl=en&rclk=1
quán kem,"Quận 1, TP. Hồ Chí Minh","quán kem ở Quận 1, TP. Hồ Chí Minh",Cơ Sở Kem Vi Bổn,https://www.google.com/maps/place/C%C6%A1+S%E1%BB%9F+Kem+Vi+B%E1%BB%95n/data=!4m7!3m6!1s0x317528cbad0e6bc5:0x849ce00d4b0945ed!8m2!3d10.7925767!4d106.6968978!16s%2Fg%2F1hc8gf3z9!19sChIJxWsOrcsodTER7UUJSw3gnIQ?authuser=0&hl=en&rclk=1
quán ốc,"Quận 1, TP. Hồ Chí Minh","quán ốc ở Quận 1, TP. Hồ Chí Minh",Quán Ốc Khánh,https://www.google.com/maps/place/Qu%C3%A1n+%E1%BB%90c+Kh%C3%A1nh/data=!4m7!3m6!1s0x31752f4b3034a561:0x7545d5ea6d795f9!8m2!3d10.787907!4d106.7038115!16s%2Fg%2F11b6_zx20c!19sChIJYaU0MEsvdTER-ZXXpl5dVAc?authuser=0&hl=en&rclk=1
quán ốc,"Quận 1, TP. Hồ Chí Minh","quán ốc ở Quận 1, TP. Hồ Chí Minh",ỐC KAI QUÁN,https://www.google.com/maps/place/%E1%BB%90C+KAI+QU%C3%81N/data=!4m7!3m6!1s0x31752f4b50f1c1cb:0x762cc1e94ea87226!8m2!3d10.7636986!4d106.6901224!16s%2Fg%2F11vdh6gvkb!19sChIJy8HxUEsvdTERJnKoTunBLHY?authuser=0&hl=en&rclk=1
quán ốc,"Quận 1, TP. Hồ Chí Minh","quán ốc ở Quận 1, TP. Hồ Chí Minh",Ốc Đào,https://www.google.com/maps/place/%E1%BB%90c+%C4%90%C3%A0o/data=!4m7!3m6!1s0x31752facc18a645b:0x7b48594407b5780b!8m2!3d10.765238!4d106.6846346!16s%2Fg%2F11py_wb8gc!19sChIJW2SKwawvdTERC3i1B0RZSHs?authuser=0&hl=en&rclk=1
quán ốc,"Quận 1, TP. Hồ Chí Minh","quán ốc ở Quận 1, TP. Hồ Chí Minh",Ốc Bắc Mình Ơi | ỐC NGON QUẬN 1,https://www.google.com/maps/place/%E1%BB%90c+B%E1%BA%AFc+M%C3%ACnh+%C6%A0i+%7C+%E1%BB%90C+NGON+QU%E1%BA%ACN+1/data=!4m7!3m6!1s0x31752fdeb726ac0b:0x476c1e931b64128f!8m2!3d10.7624471!4d106.6915081!16s%2Fg%2F11jyb14brs!19sChIJC6wmt94vdTERjxJkG5MebEc?authuser=0&hl=en&rclk=1
quán ốc,"Quận 1, TP. Hồ Chí Minh","quán ốc ở Quận 1, TP. Hồ Chí Minh",Nhà hàng Cậu ốc,https://www.google.com/maps/place/Nh%C3%A0+h%C3%A0ng+C%E1%BA%ADu+%E1%BB%91c/data=!4m7!3m6!1s0x31752f288aefb615:0x6242fcbf39272e7c!8m2!3d10.7662553!4d106.6935359!16s%2Fg%2F11g1lmbqhb!19sChIJFbbviigvdTERfC4nOb_8QmI?authuser=0&hl=en&rclk=1
quán ốc,"Quận 1, TP. Hồ Chí Minh","quán ốc ở Quận 1, TP. Hồ Chí Minh",Ốc Ghe,https://www.google.com/maps/place/%E1%BB%90c+Ghe/data=!4m7!3m6!1s0x31752f35067dc947:0xfb6caf3b9a3a7d!8m2!3d10.786888!4d106.697491!16s%2Fg%2F11gf5rxzdz!19sChIJR8l9BjUvdTERfTqaO69s-wA?authuser=0&hl=en&rclk=1
quán ốc,"Quận 1, TP. Hồ Chí Minh","quán ốc ở Quận 1, TP. Hồ Chí Minh",Ốc Bắc 2,https://www.google.com/maps/place/%E1%BB%90c+B%E1%BA%AFc+2/data=!4m7!3m6!1s0x31752f9e5ddcaeaf:0xbb721ba43c3169bd!8m2!3d10.7792948!4d106.7023758!16s%2Fg%2F11txfrkc8f!19sChIJr67cXZ4vdTERvWkxPKQbcrs?authuser=0&hl=en&rclk=1
quán ốc,"Quận 1, TP. Hồ Chí Minh","quán ốc ở Quận 1, TP. Hồ Chí Minh",ỐC LUỘC HÀ NGUYÊN,https://www.google.com/maps/place/%E1%BB%90C+LU%E1%BB%98C+H%C3%80+NGUY%C3%8AN/data=!4m7!3m6!1s0x3175298e3095bc0b:0x2eb7588f05a2b0e5!8m2!3d10.7945586!4d106.6889687!16s%2Fg%2F11kqrfs1pd!19sChIJC7yVMI4pdTER5bCiBY9Yty4?authuser=0&hl=en&rclk=1
